distinct_id,total_events,unique_events,sessions,active_days,add_credits,agent_accept_suggestion,agent_add_credits_button_clicked,agent_block_created,agent_block_run,agent_edge_created,agent_message,agent_message_feedback,agent_new_chat,agent_open,agent_open_error_assist,agent_refactor_block,agent_retry_message_button_clicked,agent_start_from_prompt,agent_suprise_me,agent_tool_call_add_connection_to_canvas_tool,agent_tool_call_create_block_tool,agent_tool_call_create_edges_tool,agent_tool_call_delete_block_tool,agent_tool_call_finish_ticket_tool,agent_tool_call_get_block_image_tool,agent_tool_call_get_block_tool,agent_tool_call_get_canvas_summary_tool,agent_tool_call_get_connections_tool,agent_tool_call_get_constants_tool,agent_tool_call_get_variable_preview_tool,agent_tool_call_refactor_block_tool,agent_tool_call_run_block_tool,agent_upload_files,agent_voice_to_text,agent_web_search,agent_worker_created,ai_credit_banner_clicked,ai_credit_banner_shown,api_deploy,api_undeploy,app_create,app_create_page,app_delete,app_delete_page,app_publish,app_unpublish,asset_add_to_canvas,asset_create_connection,asset_share,auto_charge_enabled,block_copy,block_create,block_delete,block_environment_selected,block_open_compute_settings,block_output_copy,block_output_download,block_paste,block_rename,block_resize,button_clicked,canvas_clone,canvas_create,canvas_delete,canvas_onboarding_tour_add_block_step,canvas_onboarding_tour_ai_assistant_step,canvas_onboarding_tour_code_and_variables_step,canvas_onboarding_tour_compute_step,canvas_onboarding_tour_finished,canvas_onboarding_tour_running_blocks_step,canvas_onboarding_tour_started,canvas_onboarding_tour_you_are_ready_step,canvas_open,canvas_publish_to_community,canvas_rename,canvas_share,clicked_add_credits,clone_gallery_canvas,commercial_credits_received,contact_form_submitted,credits_below_1,credits_below_2,edge_create,edge_delete,email_mobile_link_clicked,files_create_folder,files_delete,files_download,files_update_lazy_load,files_upload,folder_create,folder_open,fullscreen_close,fullscreen_open,fullscreen_preview_input,fullscreen_preview_output,hosted_apps_create,hosted_apps_delete,hosted_apps_deploy,hosted_apps_open,hosted_apps_undeploy,layer_create,layer_delete,layer_duplicate,layer_rename,link_clicked,new_user_created,notebook_import,notebook_view_canvas_toggle,project_delete,promo_code_redeemed,quickstart_add_dataset,quickstart_explore_playground,quickstart_upload_file,referral_bonus_credits_received,referral_credits_awarded,referral_link_copied,referral_modal_open,referral_signup,requirements_build,resource_shared,run_all_blocks,run_block,run_from_block,run_upto_block,scheduled_job_start,scheduled_job_stop,seats_exceeded_members_warning,seats_exceeded_share_warning,sign_in,sign_up,skip_onboarding_form,source_control_commit,source_control_connect_to_canvas,source_control_disconnect_from_canvas,source_control_pull,stop_all_blocks,stop_block,submit_onboarding_form,user_feedback_submitted,success,success_probability,success_segment
004f1f5df7e73c3d2210f4cb50150ccc97a04b5a39303295625f0facf7b9b858,20,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,1,0,1,0.9464506303472124,High
00587fd68401f8203636d603d8ee13bffafd30d0770483d17bb482a3d4b8971e,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020114865730254,Low
006ca69f47725a686cd3dbeeb677a759e26fa39e7d28bf004f73488e060db491,16,16,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.1065037130708188,Low
0070461135c5a95c98ff80d1728ea143afe633fecabf7b304e04200dd3fe9ada,266,14,14,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73,0,0,16,0,41,16,0,0,0,6,76,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0.2283023590380296,Low
007fcc6a9a763e499d806fde6e5a8c1b556d19dff8e6a49fe51e0c1b3ba6119f,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0066074080519303,Low
0083bec41f90959ffe6caf1cd599728d1d64d595909f8b98f44010187b486540,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0.0142248759198629,Low
0089508cc563c62f78973d6c1432cfba5e683fcce8afbe081322d6db9e90eb6a,404,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,38,0,0,7,0,25,7,0,0,5,5,43,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9182362834495436,High
008a7cb2dd31f779c25a5ee9dd1c79758ec32d0181bc79194a13584f76ee3122,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031997972519015,Low
00952110d51f953012e6890acdeb607f39bc9f78e2a8688234b31283330ab7b5,170,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,0,0,5,0,8,5,0,0,7,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.9935087712881868,High
00b9ef64a2b3e2c2cb236e1b106f5e6d5ee73375b02e07d8ecae395450c21e37,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031997972519015,Low
00bddbc78ab2a15efece9b755d054e5ee04751dcf65880fb18cdbe5a31cb0c74,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0182913507692732,Low
00d4d178710ca707d2ce02aa62cf1b376ebe78fc4c473923e3464b3e19fafbac,9,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011490648053879,Low
00d7f507b0fc7406a6e1ba7e9b8965c7254c4f0a931ef5dbd9c35539631ab9db,15,13,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5492272746228408,Medium
00e119762e81280f66b1414c15ebbb8f178b1bf491542216297e5ce2e3b22813,6,5,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.1299341936392019,Low
00e4788aff86e5ded4b83c8314a8978a95202c9de3cf4d658ac867510aaebf33,193,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,6,0,19,7,0,0,5,2,18,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0.973070817927922,High
00f85c30cc4208ed8b52528a9124c4eea67790fa0cc66ac45852545cc2f225e5,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0183554397095992,Low
010647bc73310c2a4b8c0b07422cb8d8e5c060e1ec0d9e3442da029833252b3a,257,3,0,1,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2605703452851003,Low
01082ad9dd451baa5fc549e59aaa65ece766d822ac702694c2b194ab8d02bf10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020114865730254,Low
01143bb30ccaa634fd99506f79302c5e2b1117fb88ee360187b914bf1400c3d9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0042136720235649,Low
0116db2b074dbc80c73e2e1abf91b11678ed0184e8a8e24d97020e8216a81bde,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237645286870413,Low
01297ad68010e8b54b6ebe1104c0bd7f31a50bb241ddc17c76ba143eaa99aefd,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077701303626386,Low
012cd6be65d9d8ec38933444660e707e566c18ffdb1208799ccdbc46c558c704,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031997972519015,Low
012e228137363494d4c38c980f16757e4f0033cd1617d374434cd4eb4c312510,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020114865730254,Low
